2025-04-06 14:00:02,82842.5
2025-04-06 14:05:01,82942.1
2025-04-06 14:10:01,82950.1
2025-04-06 14:15:02,82850
2025-04-06 14:20:01,82903.6
2025-04-06 14:25:02,82892.8
2025-04-06 14:30:01,82883.7
2025-04-06 14:35:01,82750
2025-04-06 14:40:02,82689.9
2025-04-06 14:45:01,82770
2025-04-06 14:50:02,82750
2025-04-06 14:55:01,82670.1
2025-04-06 15:00:01,82700
2025-04-06 15:05:02,82691.7
2025-04-06 15:10:01,82801.2
2025-04-06 15:15:01,82816.2
2025-04-06 15:20:02,82656.1
2025-04-06 15:25:01,82602.5
2025-04-06 15:30:02,82544
2025-04-06 15:35:01,82603.8
2025-04-06 15:40:01,82474.7
2025-04-06 15:45:02,82481
2025-04-06 15:50:01,82462.1
2025-04-06 15:55:02,82281.3
2025-04-06 16:00:01,82296
2025-04-06 16:05:01,82308.6
2025-04-06 16:10:02,82489
2025-04-06 16:15:01,82620.3
2025-04-06 16:20:01,82494.4
2025-04-06 16:25:02,82453.8
2025-04-06 16:30:01,82389.4
2025-04-06 16:35:01,82432.2
2025-04-06 16:40:02,82455
2025-04-06 16:45:01,82564.4
2025-04-06 16:50:01,82723.7
2025-04-06 16:55:02,82647
2025-04-06 17:00:01,82661.8
2025-04-06 17:05:02,82723
2025-04-06 17:10:01,82489
2025-04-06 17:15:01,82600
2025-04-06 17:20:02,82587.5
2025-04-06 17:25:01,82540
2025-04-06 17:30:01,82448.1
2025-04-06 17:35:02,82504.1
2025-04-06 17:40:01,82567.6
2025-04-06 17:45:01,82630.1
2025-04-06 17:50:02,82723.3
2025-04-06 17:55:01,82630.4
2025-04-06 18:00:02,82547.7
2025-04-06 18:05:01,82445.4
2025-04-06 18:10:01,82475.7
2025-04-06 18:15:02,82432
2025-04-06 18:20:01,82307.1
2025-04-06 18:25:02,82376.1
2025-04-06 18:30:01,82338.1
2025-04-06 18:35:01,82359.9
2025-04-06 18:40:02,82341.8
2025-04-06 18:45:01,82137.3
2025-04-06 18:50:01,82196
2025-04-06 18:55:02,82119.3
2025-04-06 19:00:01,81964.3
2025-04-06 19:05:02,81914.1
2025-04-06 19:10:01,81940.8
2025-04-06 19:15:01,81692.3
2025-04-06 19:20:02,81854.6
2025-04-06 19:25:01,81799.9
2025-04-06 19:30:02,81620.1
2025-04-06 19:35:01,81432.3
2025-04-06 19:40:01,81482.4
2025-04-06 19:45:02,81116.3
2025-04-06 19:50:01,81214.1
2025-04-06 19:55:02,80751.5
2025-04-06 20:00:01,80812.1
